id,title,main_picture,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,start_date,end_date,media_type,status,genres
58492,Mono,"{'medium': 'https://cdn.myanimelist.net/images/anime/1677/148603.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1677/148603l.jpg'}","The Photography Club is in danger of shutting down?! And the Cinema Club too?! Fret not, for they shall merge and become... Cinephoto Club! Now club members Satsuki, An, and Sakurako are asked to be the main characters for manga artist Haruno's latest work that's centered around action cameras. The girls head out to capture the lovely sights of Japan, experimenting with gadgets beyond photography and film equipment, and of course, chomping on the local delicacies along the way!

(Source: Yen Press)",7.68,1361.0,4537,28072,4052,2025-04-13,2025-06-29,tv,currently_airing,"['CGDCT', 'Comedy']"
59360,Rock wa Lady no Tashinami deshite,"{'medium': 'https://cdn.myanimelist.net/images/anime/1781/150071.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1781/150071l.jpg'}","At an elite all-girls' academy where refined young ladies gather, Lilisa Suzunomiya, now the daughter of a real estate tycoon after her mother remarried, is forced to abandon her guitar and rock music to fit in. However, her passion is reignited by sounds from the old school building, where she meets a skilled drummer who shares her love for rock. Together, they embrace their inner rockstars, elegantly clashing and shouting their way through the academy in this captivating tale of grace and rebellion.

(Source: MAL News)",7.65,1454.0,3569,45570,6119,2025-04-03,2025-06-26,tv,currently_airing,"['Comedy', 'Music', 'School', 'Seinen']"
51289,Zhe Tian,"{'medium': 'https://cdn.myanimelist.net/images/anime/1162/135727.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1162/135727l.jpg'}","In the far reaches of the dark and frozen universe, nine enormous dragon corpses were tied with an ancient bronze coffin. It seems that they were set there since the birth of the universe. Such an astonishing scene was captured by a space probe floating in outer space.

Nine dragons and the mysterious bronze coffin made people wonder whether they came back to ancient times or just reached the other shore of the universe. A giant mythical world was unfolded, where immortality gradually appeared and paranormal events continuously occurred.

Countless people started to find their own tracks (The Dao) in such a mythical realm. Their passion was like a turbulent ocean wave that would never cease. The heat in their blood was like erupting volcanoes. Their desire for power and immortality dragged them down to the chasm without knowing it.

Thirty-three classmates held a reunion after graduating. Their friendship was tested, as the bronze coffin took them away from earth and arrived on another unknown planet. The desire for living forced them to follow the path of the ancient gods. Entering a new world of cultivation, will any of them reach immortality, or will they all die along the way?",7.64,1482.0,10701,3008,701,2023-05-03,,ona,currently_airing,"['Action', 'Adventure', 'Sci-Fi']"
60658,Hibi wa Sugiredo Meshi Umashi,"{'medium': 'https://cdn.myanimelist.net/images/anime/1221/148863.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1221/148863l.jpg'}","An original animation about the daily life of five girls who just became university students. They love delicious food, want to have lots of fun with everyone, and study a little harder to enjoy university life to the fullest!

(Source: Official Site)",7.63,1510.0,4740,25415,3306,2025-04-13,2025-06-29,tv,currently_airing,"['Adult Cast', 'CGDCT', 'Gourmet']"
59189,Sentai Daishikkaku 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1405/147694.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1405/147694l.jpg'}",Second season of Sentai Daishikkaku.,7.62,1519.0,3182,55943,4716,2025-04-13,2025-06-29,tv,currently_airing,"['Action', 'Fantasy', 'Shounen', 'Urban Fantasy']"
60083,Kowloon Generic Romance,"{'medium': 'https://cdn.myanimelist.net/images/anime/1719/150050.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1719/150050l.jpg'}","In the distant future, individuals who adore the old way of life live in Kowloon Walled City—a slum city that serves as a refuge for those who long for the Hong Kong of the past. Realtor Reiko Kujirai, however, craves for the new and exciting places in the area. In contrast, her only coworker, Hajime Kudou, enjoys the nostalgia the city invokes and is put off by anything modern that seeps past its walls. But despite their differing views and constant bickering on the most mundane of things, the two often find themselves enjoying each other's company.

One day, a prank gone wrong leads Hajime to make an unexpected advance toward Reiko, after which he swiftly apologizes for. Baffled by his actions, Reiko starts investigating for possible explanations, only to discover a past that she has no memory of.

[Written by MAL Rewrite]",7.62,1529.0,2234,101784,11905,2025-04-05,,tv,currently_airing,"['Adult Cast', 'Romance', 'Sci-Fi', 'Seinen', 'Workplace']"
49778,Kijin Gentoushou,"{'medium': 'https://cdn.myanimelist.net/images/anime/1722/148906.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1722/148906l.jpg'}","After Jinta and Suzune ran away from their home as children, they were taken in by Motoharu—the virtuous sentinel of Kadono Village—and his daughter, Shirayuki. The settlement was ruled by its shrine maiden, Itsukihime, whom only a select few were allowed to interact with. When Itsukihime passed away, Shirayuki was appointed in her place. Wishing to stay in contact with her, Jinta worked diligently for years and was finally selected as the next sentinel.

As the protector of the village, Jinta's duty is to eliminate any threats. One day, he encounters a demon in a nearby forest. At the end of the battle, the demon makes a proclamation about the destined ruler of all demonkind. He attaches his severed arm to Jinta, turning him into an unaging demon man. By the time Jinta comes to, Kadono is on fire. Suzune has transformed into the demon from the divination, and due to a series of misunderstandings, she murders Shirayuki and flees.

Devastated, Jinta cannot forgive Suzune for her actions; he departs on a journey to find her. As Jinta travels around Japan across the eras, he endeavors to protect as many people as possible from aggressive demons. In his quiet moments, he contemplates what he should do when he once again faces his childhood friend.

[Written by MAL Rewrite]",7.56,1745.0,2600,79987,10272,2025-03-31,,tv,currently_airing,"['Action', 'Adventure', 'Fantasy', 'Historical']"
41409,Wushen Zhuzai,"{'medium': 'https://cdn.myanimelist.net/images/anime/1738/107609.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1738/107609l.webp'}","The protagonist Qin Chen, who was originally the top genius in the military domain, was conspired by the people to fall into the death canyon in the forbidden land of the mainland. Qin Chen, who was inevitably dead, unexpectedly triggered the power of the mysterious ancient sword.

Three hundred years later, in a remote part of the Tianwu mainland, a boy of the same name accidentally inherited Qin Chen’s will. As the beloved grandson of King Dingwu of the Daqi National Army, due to the birth father’s birth, the mother and son were treated coldly in Dingwu’s palace and lived together. In order to rewrite the myth of the strong man in hope of the sun, and to protect everything he loves, Qin Chen resolutely took up the responsibility of maintaining the five kingdoms of the world and set foot on the road of martial arts again.",7.55,1794.0,8190,6454,1669,2020-03-08,,ona,currently_airing,"['Action', 'Drama', 'Fantasy', 'Historical', 'Martial Arts']"
60593,Vigilante: Boku no Hero Academia Illegals,"{'medium': 'https://cdn.myanimelist.net/images/anime/1538/148604.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1538/148604l.jpg'}","Living in a superhuman society, it is hard to feel special. Even more so when the spotlight only shines on professional heroes, those legally authorized to use their special powers known as Quirks in public for the greater good.

Kouichi Haimawari grew up aspiring to be a hero, but with a mediocre Quirk like ""sliding"" that ties him to the ground, he soon came to the conclusion that he could only ever admire them from below. Despite this, Kouichi finds contentment in using his Quirk to carry out day-to-day good deeds, such as returning lost items and helping the elderly cross the street.

However, Kouichi's tame life takes a swing into the turbulent when he is rescued from a back alley brawl by Vigilante, or illegal hero, Knuckleduster. Seeing hero potential in Kouichi, Knuckleduster enlists his help in tracking down the source of a dangerous drug known as Trigger that boosts the user's Quirk at the expense of their rationality.

Set in a time before the events of the original story, Vigilante: Boku no Hero Academia Illegals follows Kouichi as he chooses to don the reputation of a villain and become a Vigilante, operating in the shadow of the law to prevent crimes from taking to the surface.

[Written by MAL Rewrite]",7.54,1850.0,2184,105005,12862,2025-04-07,,tv,currently_airing,"['Action', 'Shounen', 'Super Power']"
59675,Apocalypse Hotel,"{'medium': 'https://cdn.myanimelist.net/images/anime/1511/148642.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1511/148642l.jpg'}","Many years have passed since humanity vanished from Earth, yet the Galaxy Tower hotel in Ginza, Tokyo, continues to operate. At the center of its staff is Yachiyo, a dedicated hotelier robot, along with other employee robots working tirelessly in various departments. Together, they spend what feels like an eternity maintaining the hotel, despite having no guests. As they await the return of their owner and the day humanity reappears.

Now, a small miracle is about to change everything for Yachiyo and her robotic colleagues.

(Source: Official YouTube)",7.51,1989.0,4282,31534,4144,2025-04-09,2025-06-25,tv,currently_airing,['Sci-Fi']
59597,Witch Watch,"{'medium': 'https://cdn.myanimelist.net/images/anime/1988/148017.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1988/148017l.jpg'}","Nico Wakatsuki has finished her six years of witch training and is moving back to town by herself. As a new witch, she must choose a familiar to accompany her. However, unlike the other witches, she wishes to pick a non-animal familiar. There's no better companion than Morihito ""Moi"" Otogi—her childhood friend who happens to be an ogre. Morihito is vehemently opposed to being her servant, but he reluctantly accepts his fate after learning that a curse would revert him into a strange cow-tiger hybrid were he to disobey a witch's order.

Due to Morihito's father leaving for a business trip and Nico's mother remaining behind in the Witches' Holy Land, the two teens find themselves living together under the same roof. While Nico is ecstatic to be living with her crush, Morihito finds that her magical antics and overall clumsiness create more problems than solutions. With a prophesied disaster to befall Nico within the year, Morihito must do everything he can to protect her as her bodyguard while also upholding his duties as her familiar.

[Written by MAL Rewrite]",7.49,2030.0,2032,116952,16102,2025-04-06,,tv,currently_airing,"['Comedy', 'Shounen', 'Supernatural']"
60157,Kanpekisugite Kawaige ga Nai to Konyaku Haki sareta Seijo wa Ringoku ni Urareru,"{'medium': 'https://cdn.myanimelist.net/images/anime/1263/148318.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1263/148318l.jpg'}","Philia hails from a family renowned for producing generations of saints, and she is no exception. In fact, she is known as the most powerful saint of all time, so extraordinarily gifted that many people find her insufferable. When even her fiancé decides he can't stand her, he suddenly calls off their engagement. He's so eager to never see her again that he sells her off to a neighboring country in dire need of a saint of their own. Now, Philia readies herself to face the unknown, fully expecting more miserable treatment. After all, she'd be a fool to expect anyone to welcome her with open arms...right?

(Source: Seven Seas Entertainment)",7.48,2048.0,3611,44750,7117,2025-04-10,2025-06-26,tv,currently_airing,"['Fantasy', 'Romance']"
60449,Kidou Senshi Gundam: GQuuuuuuX,"{'medium': 'https://cdn.myanimelist.net/images/anime/1052/148743.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1052/148743l.jpg'}","Amate Yuzuriha is a high-school student living peacefully in a space colony floating in outer space.

When she meets a war refugee named Nyaan, Amate is drawn into the illegal mobile suit dueling sport known as Clan Battle.

Under the entry name ""Machu,"" she throws herself into fierce battle day after day, piloting the GQuuuuuuX. Then an unidentified Gundam mobile suit pursued by both the space force and the police appears before her, along with its pilot, a boy named Shuji.

Now their world is about to enter a new era.

(Source: Official site)",7.48,2049.0,3768,41568,5186,2025-04-09,,tv,currently_airing,"['Action', 'Mecha', 'Sci-Fi', 'Space']"
59466,Aharen-san wa Hakarenai Season 2,"{'medium': 'https://cdn.myanimelist.net/images/anime/1501/148355.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1501/148355l.jpg'}","Ever since the quiet and timid Reina Aharen enrolled in high school, she has made new friends and even started dating her classmate Matsuboshi Raidou. When the two begin their second year, everything seems to be going well, as they are seatmates once more.

Soon after, a transfer student named Riku Tamanaha joins their class. Unbeknownst to Reina, the outgoing and stylish girl is actually a childhood friend she separated from years ago. With Raidou's support, Reina is able to rekindle their friendship.

Although they have grown closer, Raidou and Reina still struggle to communicate due to his overactive imagination and her difficulty with expressing herself. Nevertheless, the eccentric couple continues to brighten up the lives of people around them as they enjoy each other's company to the fullest.

[Written by MAL Rewrite]",7.48,2061.0,3003,62629,6155,2025-04-07,2025-06-23,tv,currently_airing,"['Comedy', 'Love Status Quo', 'Romance', 'School', 'Shounen']"
